# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 17M of event 'sched:sched_switch'
# Event count (approx.): 17461147
#
# Overhead  Command          Shared Object      Symbol        
# ........  ...............  .................  ..............
#
     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/36:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  systemd-journal  [kernel.kallsyms]  [k] update_curr
     0.00%  perf-exec        [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/90:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/u228:1-  [kernel.kallsyms]  [k] update_curr
     0.00%  cron             [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/10:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  khungtaskd       [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/57:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  rpcbind          [kernel.kallsyms]  [k] update_curr
     0.00%  systemd-udevd    [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/96     [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/24:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/12:2-ev  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/111:1H-  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/26:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  systemd-resolve  [kernel.kallsyms]  [k] update_curr
     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/3:2-mm_  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/65:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/26:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/59:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/60:0-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/dying    [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/61:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/66:0-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/90     [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/80     [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/84:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/110    [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/78:0-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/40:0H    [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/18:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/17:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/6:2-mm_  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/38:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/86     [kernel.kallsyms]  [k] update_curr
     0.00%  rsyslogd         [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/68:0-ev  [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/30     [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/1      [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/22:0-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/29     [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/64     [kernel.kallsyms]  [k] update_curr


# Samples: 27K of event 'sched:sched_process_fork'
# Event count (approx.): 27187
#
# Overhead  Command   Shared Object      Symbol          
# ........  ........  .................  ................
#
    99.90%  lcpan     [kernel.kallsyms]  [k] kernel_clone
     0.04%  runc      [kernel.kallsyms]  [k] kernel_clone
     0.03%  main      [kernel.kallsyms]  [k] kernel_clone
     0.01%  dockerd   [kernel.kallsyms]  [k] kernel_clone
     0.01%  kthreadd  [kernel.kallsyms]  [k] kernel_clone
     0.00%  bash      [kernel.kallsyms]  [k] kernel_clone
     0.00%  screen    [kernel.kallsyms]  [k] kernel_clone
     0.00%  slurmd    [kernel.kallsyms]  [k] kernel_clone


# Samples: 27K of event 'sched:sched_wakeup_new'
# Event count (approx.): 27187
#
# Overhead  Command   Shared Object      Symbol              
# ........  ........  .................  ....................
#
    99.90%  lcpan     [kernel.kallsyms]  [k] wake_up_new_task
     0.04%  runc      [kernel.kallsyms]  [k] wake_up_new_task
     0.03%  main      [kernel.kallsyms]  [k] wake_up_new_task
     0.01%  dockerd   [kernel.kallsyms]  [k] wake_up_new_task
     0.01%  kthreadd  [kernel.kallsyms]  [k] wake_up_new_task
     0.00%  bash      [kernel.kallsyms]  [k] wake_up_new_task
     0.00%  screen    [kernel.kallsyms]  [k] wake_up_new_task
     0.00%  slurmd    [kernel.kallsyms]  [k] wake_up_new_task


# Samples: 205  of event 'sched:sched_migrate_task'
# Event count (approx.): 205
#
# Overhead  Command          Shared Object      Symbol          
# ........  ...............  .................  ................
#
    13.66%  swapper          [kernel.kallsyms]  [k] set_task_cpu
     2.44%  lcpan            [kernel.kallsyms]  [k] set_task_cpu
     2.44%  migration/90     [kernel.kallsyms]  [k] set_task_cpu
     2.44%  worker-4         [kernel.kallsyms]  [k] set_task_cpu
     2.44%  worker-5         [kernel.kallsyms]  [k] set_task_cpu
     1.95%  agent            [kernel.kallsyms]  [k] set_task_cpu
     1.46%  dockerd          [kernel.kallsyms]  [k] set_task_cpu
     1.46%  migration/38     [kernel.kallsyms]  [k] set_task_cpu
     1.46%  perf             [kernel.kallsyms]  [k] set_task_cpu
     1.46%  worker-1         [kernel.kallsyms]  [k] set_task_cpu
     1.46%  worker-2         [kernel.kallsyms]  [k] set_task_cpu
     1.46%  worker-3         [kernel.kallsyms]  [k] set_task_cpu
     1.46%  worker-7         [kernel.kallsyms]  [k] set_task_cpu
     0.98%  containerd       [kernel.kallsyms]  [k] set_task_cpu
     0.98%  kworker/u225:3-  [kernel.kallsyms]  [k] set_task_cpu
     0.98%  kworker/u226:0-  [kernel.kallsyms]  [k] set_task_cpu
     0.98%  kworker/u226:2-  [kernel.kallsyms]  [k] set_task_cpu
     0.98%  main             [kernel.kallsyms]  [k] set_task_cpu
     0.98%  migration/28     [kernel.kallsyms]  [k] set_task_cpu
     0.98%  migration/29     [kernel.kallsyms]  [k] set_task_cpu
     0.98%  migration/55     [kernel.kallsyms]  [k] set_task_cpu
     0.98%  slurmd           [kernel.kallsyms]  [k] set_task_cpu
     0.49%  jbd2/nvme0n1p2-  [kernel.kallsyms]  [k] set_task_cpu
     0.49%  kworker/0:2+kac  [kernel.kallsyms]  [k] set_task_cpu
     0.49%  kworker/36:1-mm  [kernel.kallsyms]  [k] set_task_cpu
     0.49%  kworker/40:0H    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  kworker/56:1-mm  [kernel.kallsyms]  [k] set_task_cpu
     0.49%  kworker/64:1-ev  [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/0      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/1      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/10     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/100    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/101    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/102    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/103    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/104    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/105    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/106    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/107    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/108    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/109    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/11     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/110    [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/12     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/13     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/14     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/15     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/16     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/17     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/18     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/19     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/2      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/20     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/21     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/22     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/23     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/24     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/25     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/26     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/27     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/3      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/30     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/31     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/32     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/33     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/34     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/35     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/36     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/37     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/39     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/4      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/40     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/41     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/42     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/43     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/44     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/45     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/46     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/47     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/48     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/49     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/5      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/50     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/51     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/52     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/53     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/54     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/56     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/57     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/58     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/59     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/6      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/60     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/61     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/62     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/63     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/64     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/65     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/66     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/67     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/68     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/69     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/7      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/70     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/71     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/72     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/73     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/74     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/75     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/76     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/77     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/78     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/79     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/8      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/80     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/81     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/82     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/83     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/84     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/85     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/86     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/87     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/88     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/89     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/9      [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/91     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/92     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/93     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/94     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/95     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/96     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/97     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/98     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  migration/99     [kernel.kallsyms]  [k] set_task_cpu
     0.49%  munged           [kernel.kallsyms]  [k] set_task_cpu
     0.49%  worker-6         [kernel.kallsyms]  [k] set_task_cpu


# Samples: 8M of event 'sched:sched_waking'
# Event count (approx.): 8703348
#
# Overhead  Command          Shared Object      Symbol            
# ........  ...............  .................  ..................
#
    39.41%  main             [kernel.kallsyms]  [k] try_to_wake_up
    10.40%  worker-5         [kernel.kallsyms]  [k] try_to_wake_up
     9.03%  worker-7         [kernel.kallsyms]  [k] try_to_wake_up
     8.64%  worker-3         [kernel.kallsyms]  [k] try_to_wake_up
     8.29%  worker-6         [kernel.kallsyms]  [k] try_to_wake_up
     7.38%  worker-4         [kernel.kallsyms]  [k] try_to_wake_up
     5.84%  worker-8         [kernel.kallsyms]  [k] try_to_wake_up
     5.44%  worker-1         [kernel.kallsyms]  [k] try_to_wake_up
     4.91%  worker-2         [kernel.kallsyms]  [k] try_to_wake_up
     0.52%  swapper          [kernel.kallsyms]  [k] try_to_wake_up
     0.08%  lcpan            [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  kworker/u226:0-  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  containerd       [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  kworker/u225:2-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/u225:3-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/0:2+kac  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  dockerd          [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  perf             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  khugepaged       [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/u226:2-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  multipathd       [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  agent            [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  containerd-shim  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  nano             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  sshd             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/u224:0-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  jbd2/nvme0n1p2-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  snapd            [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  runc             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  bash             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/u228:1-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  screen           [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  docker-init      [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  irqbalance       [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  munged           [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  sudo             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd-network  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/111:1-e  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/87:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kthreadd         [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/29:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/2:0-mm_  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/37:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/40:0H    [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/85:1-ev  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/90:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  slurmd           [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd-journal  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  utempter         [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  :-1              [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  gmond            [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  ksoftirqd/29     [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  ksoftirqd/86     [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/101:1-m  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/24:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/25:2-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/32:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/33:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/34:1-ev  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/35:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/36:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/38:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/39:1H-k  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/3:2-mm_  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/44:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/58:2-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/92:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd-resolve  [kernel.kallsyms]  [k] try_to_wake_up


#
# (Cannot load tips.txt file, please install perf!)
#
