   76327.617655 lost 7156 events on cpu 5

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[991492/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[992004/957665]   957665          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[993028/957665]   957665          1        0.095      0.095       0.095       0.095    0.00       0
          lcpan[994052/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[996356/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[998660/957665]   957665          1        0.011      0.011       0.011       0.011    0.00       0
          lcpan[999172/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
         lcpan[1001732/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
         lcpan[1001988/957665]   957665          1        0.046      0.046       0.046       0.046    0.00       0
         lcpan[1002500/957665]   957665          1        0.030      0.030       0.030       0.030    0.00       0
         lcpan[1003012/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
         lcpan[1003524/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
         lcpan[1004036/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
         lcpan[1004548/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
         lcpan[1006340/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
         lcpan[1010180/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[957701/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[964357/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[967941/957665]   957665          2        0.037      0.007       0.018       0.030   61.47       0
          lcpan[971525/957665]   957665          1        0.033      0.033       0.033       0.033    0.00       0
          lcpan[973573/957665]   957665          1        2.773      2.773       2.773       2.773    0.00       0
          lcpan[973829/957665]   957665          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[965638/957665]   957665          1        3.852      3.852       3.852       3.852    0.00       0
          lcpan[968454/957665]   957665          1        0.078      0.078       0.078       0.078    0.00       0
          lcpan[969222/957665]   957665          1        0.234      0.234       0.234       0.234    0.00       0
          lcpan[970246/957665]   957665          1        0.039      0.039       0.039       0.039    0.00       0
          lcpan[970758/957665]   957665          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[971526/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[972550/957665]   957665          1        2.271      2.271       2.271       2.271    0.00       0
          lcpan[972806/957665]   957665          1        0.131      0.131       0.131       0.131    0.00       0
          lcpan[973574/957665]   957665          1        2.722      2.722       2.722       2.722    0.00       0
          lcpan[973830/957665]   957665          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[976902/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[977414/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[980486/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1004294/957665]   957665          1        0.128      0.128       0.128       0.128    0.00       0
          lcpan[957703/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[968199/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[969223/957665]   957665          1        0.239      0.239       0.239       0.239    0.00       0
          lcpan[970759/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[973575/957665]   957665          1        2.721      2.721       2.721       2.721    0.00       0
          lcpan[974343/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[974599/957665]   957665          1        1.769      1.769       1.769       1.769    0.00       0
          lcpan[975367/957665]   957665          1        0.031      0.031       0.031       0.031    0.00       0
          lcpan[976903/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[977159/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[977415/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[977671/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[978439/957665]   957665          1        0.180      0.180       0.180       0.180    0.00       0
          lcpan[987399/957665]   957665          1        0.190      0.190       0.190       0.190    0.00       0
          lcpan[989703/957665]   957665          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[991751/957665]   957665          2        0.019      0.004       0.009       0.015   55.65       0
         lcpan[1001223/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
         lcpan[1001991/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
         lcpan[1003271/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
         lcpan[1006855/957665]   957665          1        0.012      0.012       0.012       0.012    0.00       0
         lcpan[1007623/957665]   957665          1        0.011      0.011       0.011       0.011    0.00       0
         lcpan[1008135/957665]   957665          2        0.020      0.004       0.010       0.016   54.25       0
         lcpan[1009159/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[965640/957665]   957665          1        3.791      3.791       3.791       3.791    0.00       0
          lcpan[967944/957665]   957665          1        0.036      0.036       0.036       0.036    0.00       0
          lcpan[970504/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[971528/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[972552/957665]   957665          1        2.231      2.231       2.231       2.231    0.00       0
          lcpan[973576/957665]   957665          1        2.706      2.706       2.706       2.706    0.00       0
          lcpan[975624/957665]   957665          1        1.706      1.706       1.706       1.706    0.00       0
          lcpan[976904/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[977160/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[978696/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[980488/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[981512/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[983304/957665]   957665          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[988936/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
         lcpan[1006856/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
         lcpan[1008648/957665]   957665          1        0.080      0.080       0.080       0.080    0.00       0
          lcpan[972553/957665]   957665          1        2.231      2.231       2.231       2.231    0.00       0
          lcpan[973065/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[973577/957665]   957665          1        2.619      2.619       2.619       2.619    0.00       0
          lcpan[974601/957665]   957665          1        1.731      1.731       1.731       1.731    0.00       0
          lcpan[975113/957665]   957665          1        0.071      0.071       0.071       0.071    0.00       0
          lcpan[975625/957665]   957665          1        1.707      1.707       1.707       1.707    0.00       0
          lcpan[978697/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[980489/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[981513/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[984329/957665]   957665          1        0.149      0.149       0.149       0.149    0.00       0
          lcpan[987401/957665]   957665          1        0.190      0.190       0.190       0.190    0.00       0
          lcpan[988937/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[989193/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
         lcpan[1001993/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1004809/957665]   957665          1        0.062      0.062       0.062       0.062    0.00       0
         lcpan[1009161/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[958474/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[958986/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[965898/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[966410/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[968458/957665]   957665          1        0.091      0.091       0.091       0.091    0.00       0
          lcpan[970250/957665]   957665          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[970506/957665]   957665          1        0.845      0.845       0.845       0.845    0.00       0
          lcpan[971018/957665]   957665          1        0.038      0.038       0.038       0.038    0.00       0
          lcpan[973066/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[973578/957665]   957665          1        2.635      2.635       2.635       2.635    0.00       0
          lcpan[974602/957665]   957665          1        1.722      1.722       1.722       1.722    0.00       0
          lcpan[975626/957665]   957665          1        1.666      1.666       1.666       1.666    0.00       0
          lcpan[975882/957665]   957665          1        0.068      0.068       0.068       0.068    0.00       0
          lcpan[981514/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[982794/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[983562/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[984330/957665]   957665          1        0.154      0.154       0.154       0.154    0.00       0
          lcpan[989194/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[990730/957665]   957665          1        0.043      0.043       0.043       0.043    0.00       0
         lcpan[1008138/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[965643/957665]   957665          1        3.728      3.728       3.728       3.728    0.00       0
          lcpan[965899/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[967435/957665]   957665          1        1.815      1.815       1.815       1.815    0.00       0
          lcpan[967947/957665]   957665          1        0.037      0.037       0.037       0.037    0.00       0
          lcpan[968459/957665]   957665          1        0.092      0.092       0.092       0.092    0.00       0
          lcpan[968715/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[971531/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[973579/957665]   957665          1        2.615      2.615       2.615       2.615    0.00       0
          lcpan[975627/957665]   957665          1        1.685      1.685       1.685       1.685    0.00       0
          lcpan[975883/957665]   957665          1        0.070      0.070       0.070       0.070    0.00       0
          lcpan[976651/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[978699/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[981515/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[985867/957665]   957665          1        2.140      2.140       2.140       2.140    0.00       0
          lcpan[989195/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[992779/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[994315/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
         lcpan[1001995/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
         lcpan[1007115/957665]   957665          1        0.006      0.006       0.006       0.006    0.00       0
         lcpan[1008907/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
         lcpan[1009163/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[965644/957665]   957665          1        3.688      3.688       3.688       3.688    0.00       0
          lcpan[967948/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[970764/957665]   957665          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[973580/957665]   957665          2        2.601      0.020       1.300       2.581   98.46       0
          lcpan[974348/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[974604/957665]   957665          1        1.649      1.649       1.649       1.649    0.00       0
          lcpan[975628/957665]   957665          1        1.626      1.626       1.626       1.626    0.00       0
          lcpan[980492/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[981772/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[989196/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[997900/957665]   957665          1        0.043      0.043       0.043       0.043    0.00       0
         lcpan[1000204/957665]   957665          1        0.010      0.010       0.010       0.010    0.00       0
         lcpan[1000972/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
         lcpan[1004300/957665]   957665          1        0.126      0.126       0.126       0.126    0.00       0
          lcpan[964877/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[965645/957665]   957665          1        3.688      3.688       3.688       3.688    0.00       0
          lcpan[970253/957665]   957665          1        0.040      0.040       0.040       0.040    0.00       0
          lcpan[972557/957665]   957665          1        2.143      2.143       2.143       2.143    0.00       0
          lcpan[973581/957665]   957665          1        2.575      2.575       2.575       2.575    0.00       0
          lcpan[975629/957665]   957665          1        1.625      1.625       1.625       1.625    0.00       0
          lcpan[977421/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[977677/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[978701/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[980493/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[981517/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[988941/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[989197/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[996621/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
         lcpan[1004045/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
         lcpan[1004301/957665]   957665          1        0.127      0.127       0.127       0.127    0.00       0
         lcpan[1004813/957665]   957665          1        0.062      0.062       0.062       0.062    0.00       0
         lcpan[1008653/957665]   957665          1        0.079      0.079       0.079       0.079    0.00       0
         lcpan[1009165/957665]   957665          2        0.025      0.003       0.012       0.022   72.33       0
          lcpan[957710/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[965646/957665]   957665          1        3.661      3.661       3.661       3.661    0.00       0
          lcpan[967438/957665]   957665          1        1.686      1.686       1.686       1.686    0.00       0
          lcpan[968206/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[969998/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[972558/957665]   957665          1        2.144      2.144       2.144       2.144    0.00       0
          lcpan[973582/957665]   957665          1        2.502      2.502       2.502       2.502    0.00       0
          lcpan[973838/957665]   957665          1        0.041      0.041       0.041       0.041    0.00       0
          lcpan[974606/957665]   957665          1        1.621      1.621       1.621       1.621    0.00       0
          lcpan[975630/957665]   957665          1        1.598      1.598       1.598       1.598    0.00       0
          lcpan[976910/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[977422/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[977678/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[983310/957665]   957665          1        0.044      0.044       0.044       0.044    0.00       0
          lcpan[983566/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[987406/957665]   957665          1        0.191      0.191       0.191       0.191    0.00       0
          lcpan[990734/957665]   957665          1        0.044      0.044       0.044       0.044    0.00       0
          lcpan[994318/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1001998/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1009166/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[965647/957665]   957665          1        6.666      6.666       6.666       6.666    0.00       0
          lcpan[966415/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[967439/957665]   957665          1        1.640      1.640       1.640       1.640    0.00       0
          lcpan[973583/957665]   957665          1        2.518      2.518       2.518       2.518    0.00       0
          lcpan[974607/957665]   957665          1        1.621      1.621       1.621       1.621    0.00       0
          lcpan[975631/957665]   957665          1        1.598      1.598       1.598       1.598    0.00       0
          lcpan[976911/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[977423/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[977679/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[981775/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[983311/957665]   957665          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[988431/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[989199/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[989711/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[994319/957665]   957665          2        0.022      0.003       0.011       0.019   69.35       0
         lcpan[1004559/957665]   957665          1        0.027      0.027       0.027       0.027    0.00       0
         lcpan[1005071/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
         lcpan[1008143/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[957712/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[966160/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[966416/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[969744/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[973584/957665]   957665          1        2.502      2.502       2.502       2.502    0.00       0
          lcpan[974096/957665]   957665          1        0.076      0.076       0.076       0.076    0.00       0
          lcpan[974608/957665]   957665          1        1.614      1.614       1.614       1.614    0.00       0
          lcpan[977424/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[978704/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[981520/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[989712/957665]   957665          2        0.017      0.004       0.008       0.013   53.46       0
          lcpan[997904/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1002000/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
         lcpan[1005072/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
         lcpan[1009168/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[975121/957665]   957665          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[977681/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[980497/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[986129/957665]   957665          1        0.033      0.033       0.033       0.033    0.00       0
          lcpan[990993/957665]   957665          1        0.120      0.120       0.120       0.120    0.00       0
          lcpan[994065/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
         lcpan[1007889/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[958226/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[959506/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[960530/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[960786/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[961042/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[961298/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[961554/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[962578/957665]   957665          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[963602/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[964114/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[964370/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[964882/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[967442/957665]   957665          1        2.522      2.522       2.522       2.522    0.00       0
          lcpan[971026/957665]   957665          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[975634/957665]   957665          1        7.568      7.568       7.568       7.568    0.00       0
          lcpan[988178/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[997138/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
         lcpan[1002002/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1007122/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
         lcpan[1008146/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[965395/957665]   957665          1        0.381      0.381       0.381       0.381    0.00       0
          lcpan[967187/957665]   957665          1        3.896      3.896       3.896       3.896    0.00       0
          lcpan[969491/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[980755/957665]   957665          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[983571/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[984595/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[985107/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[988179/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[990739/957665]   957665          1        0.045      0.045       0.045       0.045    0.00       0
          lcpan[993043/957665]   957665          1        0.040      0.040       0.040       0.040    0.00       0
         lcpan[1003539/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
         lcpan[1009171/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[968468/957665]   957665          1        0.048      0.048       0.048       0.048    0.00       0
          lcpan[969236/957665]   957665          1        0.132      0.132       0.132       0.132    0.00       0
          lcpan[970516/957665]   957665          1        0.383      0.383       0.383       0.383    0.00       0
          lcpan[974612/957665]   957665          1        0.866      0.866       0.866       0.866    0.00       0
          lcpan[988180/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[992020/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[992276/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[992532/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[994068/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[994324/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[994836/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[995860/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[996116/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[996628/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[996884/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[998420/957665]   957665          1        0.012      0.012       0.012       0.012    0.00       0
         lcpan[1000724/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
         lcpan[1001236/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
         lcpan[1004564/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
         lcpan[1005076/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
         lcpan[1006612/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
         lcpan[1007892/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
         lcpan[1008148/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
         lcpan[1010452/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
         lcpan[1010964/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[967701/957665]   957665          1        0.035      0.035       0.035       0.035    0.00       0
          lcpan[967957/957665]   957665          1        0.062      0.062       0.062       0.062    0.00       0
          lcpan[970261/957665]   957665          2        0.037      0.006       0.018       0.031   67.26       0
          lcpan[972565/957665]   957665          1        1.557      1.557       1.557       1.557    0.00       0
          lcpan[973845/957665]   957665          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[974101/957665]   957665          1        0.056      0.056       0.056       0.056    0.00       0
          lcpan[974613/957665]   957665          1        0.830      0.830       0.830       0.830    0.00       0
          lcpan[975893/957665]   957665          1        0.033      0.033       0.033       0.033    0.00       0
          lcpan[983829/957665]   957665          1        0.093      0.093       0.093       0.093    0.00       0
          lcpan[987157/957665]   957665          1        2.804      2.804       2.804       2.804    0.00       0
          lcpan[992789/957665]   957665          1        2.375      2.375       2.375       2.375    0.00       0
          lcpan[994581/957665]   957665          1        0.085      0.085       0.085       0.085    0.00       0
         lcpan[1008405/957665]   957665          1        3.499      3.499       3.499       3.499    0.00       0
      worker-5[1011989/957665]   957665     430553    30791.769      0.000       0.071     252.018    3.43       0
          lcpan[967958/957665]   957665          1        0.054      0.054       0.054       0.054    0.00       0
          lcpan[970262/957665]   957665          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[970518/957665]   957665          1        0.308      0.308       0.308       0.308    0.00       0
          lcpan[971542/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[974614/957665]   957665          1        0.828      0.828       0.828       0.828    0.00       0
          lcpan[975126/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[975382/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[982294/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[984086/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[984342/957665]   957665          1        1.735      1.735       1.735       1.735    0.00       0
          lcpan[987158/957665]   957665          1        2.769      2.769       2.769       2.769    0.00       0
          lcpan[992790/957665]   957665          1        2.339      2.339       2.339       2.339    0.00       0
         lcpan[1004566/957665]   957665          1        0.158      0.158       0.158       0.158    0.00       0
         lcpan[1005590/957665]   957665          1        0.039      0.039       0.039       0.039    0.00       0
         lcpan[1005846/957665]   957665          1        0.220      0.220       0.220       0.220    0.00       0
         lcpan[1010966/957665]   957665          1        0.112      0.112       0.112       0.112    0.00       0
      worker-7[1011990/957665]   957665     501769    26754.844      0.000       0.053     293.648    3.19       0
          lcpan[967703/957665]   957665          1        0.041      0.041       0.041       0.041    0.00       0
          lcpan[967959/957665]   957665          1        0.052      0.052       0.052       0.052    0.00       0
          lcpan[968215/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[971031/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[972567/957665]   957665          1        1.519      1.519       1.519       1.519    0.00       0
          lcpan[973591/957665]   957665          1        3.765      3.765       3.765       3.765    0.00       0
          lcpan[974615/957665]   957665          1        0.789      0.789       0.789       0.789    0.00       0
          lcpan[983831/957665]   957665          1        0.088      0.088       0.088       0.088    0.00       0
          lcpan[984855/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[987159/957665]   957665          1        2.731      2.731       2.731       2.731    0.00       0
          lcpan[987415/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[989719/957665]   957665          1        0.011      0.011       0.011       0.011    0.00       0
          lcpan[990999/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[991255/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[992791/957665]   957665          1        2.337      2.337       2.337       2.337    0.00       0
         lcpan[1005847/957665]   957665          1        0.233      0.233       0.233       0.233    0.00       0
         lcpan[1006615/957665]   957665          1        0.044      0.044       0.044       0.044    0.00       0
         lcpan[1007127/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
         lcpan[1008407/957665]   957665          1        3.461      3.461       3.461       3.461    0.00       0
      worker-6[1011991/957665]   957665     467055    45519.353      0.001       0.097    1023.992    7.03       0
          lcpan[964632/957665]   957665          2        0.193      0.005       0.096       0.187   93.98       0
          lcpan[967704/957665]   957665          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[968216/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[969240/957665]   957665          2        0.131      0.005       0.065       0.125   91.27       0
          lcpan[972568/957665]   957665          1        1.480      1.480       1.480       1.480    0.00       0
          lcpan[973592/957665]   957665          2        3.722      0.008       1.861       3.714   99.56       0
          lcpan[973848/957665]   957665          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[975384/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[982808/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[984600/957665]   957665          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[987160/957665]   957665          1        2.733      2.733       2.733       2.733    0.00       0
          lcpan[987416/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
