   76327.617655 lost 7156 events on cpu 5

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[978569/957665]   957665          2        0.039      0.010       0.019       0.029   48.00       0
          lcpan[982153/957665]   957665          1        0.285      0.285       0.285       0.285    0.00       0
          lcpan[997257/957665]   957665          1        0.084      0.084       0.084       0.084    0.00       0
          lcpan[998025/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
         lcpan[1000073/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1000329/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
         lcpan[1007497/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
         lcpan[1008265/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[965770/957665]   957665          1        2.200      2.200       2.200       2.200    0.00       0
          lcpan[966538/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[966794/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[967562/957665]   957665          1        0.011      0.011       0.011       0.011    0.00       0
          lcpan[969354/957665]   957665          1        0.759      0.759       0.759       0.759    0.00       0
          lcpan[969610/957665]   957665          1        0.107      0.107       0.107       0.107    0.00       0
          lcpan[970378/957665]   957665          1        0.978      0.978       0.978       0.978    0.00       0
          lcpan[970634/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[973706/957665]   957665          1        0.071      0.071       0.071       0.071    0.00       0
          lcpan[977802/957665]   957665          1        0.083      0.083       0.083       0.083    0.00       0
          lcpan[978570/957665]   957665          2        0.039      0.010       0.019       0.029   45.96       0
          lcpan[982154/957665]   957665          1        0.291      0.291       0.291       0.291    0.00       0
          lcpan[988810/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[990858/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[995466/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
         lcpan[1000074/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
         lcpan[1007498/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1008010/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
         lcpan[1008266/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1011594/957665]   957665          1        0.069      0.069       0.069       0.069    0.00       0
          lcpan[957835/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[958091/957665]   957665          1        0.658      0.658       0.658       0.658    0.00       0
          lcpan[966283/957665]   957665          1        0.041      0.041       0.041       0.041    0.00       0
          lcpan[966539/957665]   957665          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[967051/957665]   957665          1        0.125      0.125       0.125       0.125    0.00       0
          lcpan[969611/957665]   957665          1        0.110      0.110       0.110       0.110    0.00       0
          lcpan[970379/957665]   957665          1        0.936      0.936       0.936       0.936    0.00       0
          lcpan[970635/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[973195/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[977035/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[977291/957665]   957665          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[996747/957665]   957665          1        2.038      2.038       2.038       2.038    0.00       0
          lcpan[967564/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[969356/957665]   957665          1       28.718     28.718      28.718      28.718    0.00       0
          lcpan[970380/957665]   957665          1        0.937      0.937       0.937       0.937    0.00       0
          lcpan[977292/957665]   957665          1        0.045      0.045       0.045       0.045    0.00       0
          lcpan[985996/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[987532/957665]   957665          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[989836/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[991116/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[995980/957665]   957665          1        0.127      0.127       0.127       0.127    0.00       0
          lcpan[997772/957665]   957665          2        0.044      0.003       0.022       0.040   82.60       0
          lcpan[998028/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1000332/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
         lcpan[1007500/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1008268/957665]   957665          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[960653/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[968333/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[969357/957665]   957665          1       28.717     28.717      28.717      28.717    0.00       0
          lcpan[970381/957665]   957665          1        0.936      0.936       0.936       0.936    0.00       0
          lcpan[970637/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[972173/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[973453/957665]   957665          1       13.025     13.025      13.025      13.025    0.00       0
          lcpan[977037/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[977293/957665]   957665          2        0.047      0.005       0.023       0.042   78.60       0
          lcpan[978317/957665]   957665          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[978573/957665]   957665          1        0.084      0.084       0.084       0.084    0.00       0
          lcpan[989069/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[989325/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[995981/957665]   957665          1        0.128      0.128       0.128       0.128    0.00       0
          lcpan[998029/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
         lcpan[1000077/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1004685/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
         lcpan[1007501/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1011853/957665]   957665          1        0.094      0.094       0.094       0.094    0.00       0
          lcpan[960654/957665]   957665          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[969358/957665]   957665          1        0.690      0.690       0.690       0.690    0.00       0
          lcpan[970382/957665]   957665          1        0.905      0.905       0.905       0.905    0.00       0
          lcpan[973966/957665]   957665          1        0.060      0.060       0.060       0.060    0.00       0
          lcpan[975246/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[986766/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[988302/957665]   957665          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[988814/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[989326/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[995982/957665]   957665          1        0.134      0.134       0.134       0.134    0.00       0
          lcpan[996750/957665]   957665          1        2.016      2.016       2.016       2.016    0.00       0
         lcpan[1000078/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
         lcpan[1008782/957665]   957665          1        0.217      0.217       0.217       0.217    0.00       0
          lcpan[957839/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[966287/957665]   957665          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[966799/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[969359/957665]   957665          2       42.591      0.680      21.295      41.910   96.80       0
          lcpan[970383/957665]   957665          1        0.902      0.902       0.902       0.902    0.00       0
          lcpan[972431/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[976271/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[978575/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[984463/957665]   957665          1        0.145      0.145       0.145       0.145    0.00       0
          lcpan[991119/957665]   957665          2        0.061      0.016       0.030       0.044   45.95       0
          lcpan[996751/957665]   957665          2       12.049      1.971       6.024      10.077   67.27       0
          lcpan[998031/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
         lcpan[1009039/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[964752/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[966544/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[968080/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[968592/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[974224/957665]   957665          1        0.041      0.041       0.041       0.041    0.00       0
          lcpan[978576/957665]   957665          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[984720/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[986000/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[987792/957665]   957665          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[989072/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[992912/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[995984/957665]   957665          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[998032/957665]   957665          2        0.022      0.003       0.011       0.018   66.20       0
         lcpan[1008272/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1009040/957665]   957665          1        0.006      0.006       0.006       0.006    0.00       0
          lcpan[964753/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[966801/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[969873/957665]   957665          1        2.162      2.162       2.162       2.162    0.00       0
          lcpan[970385/957665]   957665          1        0.854      0.854       0.854       0.854    0.00       0
          lcpan[972177/957665]   957665          1        0.006      0.006       0.006       0.006    0.00       0
          lcpan[975249/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[975505/957665]   957665          1        3.552      3.552       3.552       3.552    0.00       0
          lcpan[977041/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[981393/957665]   957665          1        0.065      0.065       0.065       0.065    0.00       0
          lcpan[982417/957665]   957665          2        3.540      0.504       1.770       3.035   71.48       0
          lcpan[984465/957665]   957665          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[998033/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
         lcpan[1004689/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[959378/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[959634/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[960914/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[961426/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[961938/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[962706/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[963218/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[963986/957665]   957665          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[965010/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[966546/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[967570/957665]   957665          1        1.266      1.266       1.266       1.266    0.00       0
          lcpan[970386/957665]   957665          1        0.821      0.821       0.821       0.821    0.00       0
          lcpan[975506/957665]   957665          1        7.905      7.905       7.905       7.905    0.00       0
          lcpan[978578/957665]   957665          1        0.033      0.033       0.033       0.033    0.00       0
          lcpan[982418/957665]   957665          1        0.492      0.492       0.492       0.492    0.00       0
          lcpan[984466/957665]   957665          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[986002/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[987282/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[989074/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[990610/957665]   957665          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[992914/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[996242/957665]   957665          2        0.032      0.007       0.016       0.024   51.33       0
          lcpan[998034/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
         lcpan[1007506/957665]   957665          2        0.023      0.005       0.011       0.018   57.44       0
         lcpan[1008274/957665]   957665          2        0.030      0.005       0.015       0.024   60.50       0
          lcpan[966803/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[969363/957665]   957665          1        0.605      0.605       0.605       0.605    0.00       0
          lcpan[975251/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[980115/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[983699/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[983955/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[984467/957665]   957665          1        0.051      0.051       0.051       0.051    0.00       0
          lcpan[998035/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
         lcpan[1000083/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
         lcpan[1008787/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[965524/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[970388/957665]   957665          1        3.787      3.787       3.787       3.787    0.00       0
          lcpan[974740/957665]   957665          1        0.031      0.031       0.031       0.031    0.00       0
          lcpan[974996/957665]   957665          1        0.199      0.199       0.199       0.199    0.00       0
          lcpan[986516/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[987540/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[990356/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[991124/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[992916/957665]   957665          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[993940/957665]   957665          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[994452/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[995476/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[996500/957665]   957665          1        1.405      1.405       1.405       1.405    0.00       0
          lcpan[997524/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[999316/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[999572/957665]   957665          2        0.011      0.003       0.005       0.008   42.29       0
         lcpan[1001108/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
         lcpan[1001364/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
         lcpan[1002900/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
         lcpan[1004948/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
         lcpan[1005460/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
         lcpan[1007508/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
         lcpan[1010324/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
         lcpan[1011092/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[969365/957665]   957665          1        1.222      1.222       1.222       1.222    0.00       0
          lcpan[969621/957665]   957665          1        0.054      0.054       0.054       0.054    0.00       0
          lcpan[973973/957665]   957665          2        0.039      0.005       0.019       0.034   73.99       0
          lcpan[977813/957665]   957665          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[978069/957665]   957665          1        0.033      0.033       0.033       0.033    0.00       0
          lcpan[982165/957665]   957665          1        0.146      0.146       0.146       0.146    0.00       0
          lcpan[983957/957665]   957665          1        0.054      0.054       0.054       0.054    0.00       0
          lcpan[986261/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[988309/957665]   957665          1        0.038      0.038       0.038       0.038    0.00       0
         lcpan[1004693/957665]   957665          1        0.045      0.045       0.045       0.045    0.00       0
         lcpan[1006741/957665]   957665          1        0.193      0.193       0.193       0.193    0.00       0
          lcpan[960918/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[966294/957665]   957665          2        0.024      0.005       0.012       0.019   56.74       0
          lcpan[970390/957665]   957665          1        3.747      3.747       3.747       3.747    0.00       0
          lcpan[973206/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[988822/957665]   957665          1        0.074      0.074       0.074       0.074    0.00       0
          lcpan[989078/957665]   957665          1        0.098      0.098       0.098       0.098    0.00       0
         lcpan[1008790/957665]   957665          1        1.271      1.271       1.271       1.271    0.00       0
          lcpan[968343/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[970135/957665]   957665          1        0.048      0.048       0.048       0.048    0.00       0
          lcpan[970391/957665]   957665          1        3.747      3.747       3.747       3.747    0.00       0
          lcpan[977303/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[982167/957665]   957665          1        0.139      0.139       0.139       0.139    0.00       0
          lcpan[983447/957665]   957665          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[984471/957665]   957665          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[985751/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[988567/957665]   957665          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[990615/957665]   957665          1        2.544      2.544       2.544       2.544    0.00       0
          lcpan[997271/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[998039/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
         lcpan[1004951/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
         lcpan[1008023/957665]   957665          1        0.101      0.101       0.101       0.101    0.00       0
          lcpan[966296/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[967320/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[969112/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[969368/957665]   957665          1        1.143      1.143       1.143       1.143    0.00       0
          lcpan[976024/957665]   957665          1        0.085      0.085       0.085       0.085    0.00       0
          lcpan[976792/957665]   957665          1        0.065      0.065       0.065       0.065    0.00       0
          lcpan[981656/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[983448/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[983704/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[985752/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[986264/957665]   957665          1        0.053      0.053       0.053       0.053    0.00       0
          lcpan[987032/957665]   957665          1        0.088      0.088       0.088       0.088    0.00       0
          lcpan[987288/957665]   957665          2        0.011      0.005       0.005       0.006   11.67       0
          lcpan[992408/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[994456/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
         lcpan[1005208/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1005464/957665]   957665          1        0.045      0.045       0.045       0.045    0.00       0
         lcpan[1011864/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[957849/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[958361/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[966297/957665]   957665          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[968345/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[969881/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[972697/957665]   957665          1        3.929      3.929       3.929       3.929    0.00       0
          lcpan[975513/957665]   957665          1        2.012      2.012       2.012       2.012    0.00       0
          lcpan[976793/957665]   957665          1        0.064      0.064       0.064       0.064    0.00       0
          lcpan[981657/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[982937/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[983705/957665]   957665          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[986009/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[987033/957665]   957665          1        0.089      0.089       0.089       0.089    0.00       0
          lcpan[991129/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[991385/957665]   957665          2        0.152      0.005       0.076       0.147   93.23       0
          lcpan[992409/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[995481/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[997017/957665]   957665          2        0.032      0.009       0.016       0.023   44.14       0
          lcpan[997273/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1006745/957665]   957665          1        0.200      0.200       0.200       0.200    0.00       0
         lcpan[1007513/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[957850/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[958362/957665]   957665          1        0.006      0.006       0.006       0.006    0.00       0
          lcpan[961434/957665]   957665          1        0.006      0.006       0.006       0.006    0.00       0
          lcpan[970394/957665]   957665          1        3.662      3.662       3.662       3.662    0.00       0
          lcpan[973722/957665]   957665          1        0.065      0.065       0.065       0.065    0.00       0
          lcpan[973978/957665]   957665          1        0.037      0.037       0.037       0.037    0.00       0
          lcpan[981658/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[984218/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[990874/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[994458/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[997018/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
         lcpan[1004442/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
         lcpan[1007514/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
         lcpan[1011866/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[966299/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[968091/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[969115/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[969371/957665]   957665          1        1.105      1.105       1.105       1.105    0.00       0
          lcpan[973723/957665]   957665          1        0.065      0.065       0.065       0.065    0.00       0
          lcpan[981659/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[984219/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[990875/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[992411/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[994459/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[994715/957665]   957665          1        0.127      0.127       0.127       0.127    0.00       0
          lcpan[997019/957665]   957665          2        0.070      0.022       0.035       0.048   37.05       0
         lcpan[1005467/957665]   957665          1        0.044      0.044       0.044       0.044    0.00       0
         lcpan[1005723/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
         lcpan[1011867/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[967068/957665]   957665          1        0.062      0.062       0.062       0.062    0.00       0
          lcpan[970396/957665]   957665          1        3.610      3.610       3.610       3.610    0.00       0
          lcpan[973724/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[974748/957665]   957665          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[976028/957665]   957665          1        0.088      0.088       0.088       0.088    0.00       0
          lcpan[977308/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[983708/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[985756/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[987804/957665]   957665          2        0.024      0.008       0.012       0.016   31.59       0
          lcpan[992412/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[994460/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[997020/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[997276/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[966301/957665]   957665          2        0.026      0.005       0.013       0.021   58.79       0
          lcpan[969117/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[973725/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[976029/957665]   957665          1        0.089      0.089       0.089       0.089    0.00       0
          lcpan[981661/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[984221/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[988573/957665]   957665          1        0.039      0.039       0.039       0.039    0.00       0
          lcpan[989085/957665]   957665          1        0.105      0.105       0.105       0.105    0.00       0
          lcpan[990621/957665]   957665          1        2.382      2.382       2.382       2.382    0.00       0
          lcpan[992925/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1004445/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[958622/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[967326/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[977310/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[981662/957665]   957665          2        0.026      0.004       0.013       0.022   69.10       0
          lcpan[982174/957665]   957665          1        0.151      0.151       0.151       0.151    0.00       0
          lcpan[990622/957665]   957665          1       17.382     17.382      17.382      17.382    0.00       0
          lcpan[992414/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[994462/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[997022/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
         lcpan[1002398/957665]   957665          1        0.565      0.565       0.565       0.565    0.00       0
         lcpan[1007518/957665]   957665          1        2.574      2.574       2.574       2.574    0.00       0
         lcpan[1008798/957665]   957665          1        1.142      1.142       1.142       1.142    0.00       0
          lcpan[958623/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[965535/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[966303/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[968351/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[969119/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[972703/957665]   957665          1        0.447      0.447       0.447       0.447    0.00       0
          lcpan[972959/957665]   957665          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[973471/957665]   957665          1        4.986      4.986       4.986       4.986    0.00       0
          lcpan[974751/957665]   957665          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[977311/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[978847/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[981663/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[984991/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[987295/957665]   957665          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[994463/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[997023/957665]   957665          1        0.011      0.011       0.011       0.011    0.00       0
         lcpan[1011871/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[968096/957665]   957665          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[969376/957665]   957665          1        0.989      0.989       0.989       0.989    0.00       0
          lcpan[973728/957665]   957665          2        0.050      0.004       0.025       0.045   80.54       0
          lcpan[977312/957665]   957665          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[989088/957665]   957665          1        0.114      0.114       0.114       0.114    0.00       0
          lcpan[990624/957665]   957665          1        2.354      2.354       2.354       2.354    0.00       0
