
Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[907542/906599]   906599          1        3.236      3.236       3.236       3.236    0.00       0
          lcpan[907543/906599]   906599          1        0.797      0.797       0.797       0.797    0.00       0
          lcpan[908576/906599]   906599          1        1.505      1.505       1.505       1.505    0.00       0
          lcpan[908578/906599]   906599          1        0.168      0.168       0.168       0.168    0.00       0
          lcpan[908584/906599]   906599          1       20.993     20.993      20.993      20.993    0.00       0
          lcpan[908585/906599]   906599          1        2.578      2.578       2.578       2.578    0.00       0
          lcpan[908587/906599]   906599          1        3.691      3.691       3.691       3.691    0.00       0
          lcpan[909613/906599]   906599          1        0.301      0.301       0.301       0.301    0.00       0
          lcpan[908084/906599]   906599          1        0.058      0.058       0.058       0.058    0.00       0
          lcpan[909635/906599]   906599          1        0.048      0.048       0.048       0.048    0.00       0
          lcpan[907332/906599]   906599          1       33.898     33.898      33.898      33.898    0.00       0
          lcpan[907588/906599]   906599          1        1.089      1.089       1.089       1.089    0.00       0
          lcpan[907079/906599]   906599          1        2.943      2.943       2.943       2.943    0.00       0
          lcpan[907592/906599]   906599          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[909128/906599]   906599          1        0.045      0.045       0.045       0.045    0.00       0
          lcpan[908361/906599]   906599          1        3.976      3.976       3.976       3.976    0.00       0
          lcpan[908363/906599]   906599          1        1.383      1.383       1.383       1.383    0.00       0
          lcpan[907089/906599]   906599          1        1.632      1.632       1.632       1.632    0.00       0
          lcpan[909393/906599]   906599          1        1.799      1.799       1.799       1.799    0.00       0
          lcpan[907090/906599]   906599          1        1.593      1.593       1.593       1.593    0.00       0
          lcpan[907105/906599]   906599          1        1.599      1.599       1.599       1.599    0.00       0
          lcpan[909665/906599]   906599          1        2.599      2.599       2.599       2.599    0.00       0
          lcpan[907364/906599]   906599          1        2.389      2.389       2.389       2.389    0.00       0
                  main[906599]   906596      23514   128081.780      0.002       5.447    1463.492    4.69       0
          lcpan[908135/906599]   906599          1        5.125      5.125       5.125       5.125    0.00       0
          lcpan[908144/906599]   906599          1        1.000      1.000       1.000       1.000    0.00       0
          lcpan[908660/906599]   906599          1        1.175      1.175       1.175       1.175    0.00       0
          lcpan[907125/906599]   906599          1        3.845      3.845       3.845       3.845    0.00       0
          lcpan[907895/906599]   906599          1        2.160      2.160       2.160       2.160    0.00       0
          lcpan[906617/906599]   906599          1       17.160     17.160      17.160      17.160    0.00       0
          lcpan[907129/906599]   906599          1        0.451      0.451       0.451       0.451    0.00       0
          lcpan[907898/906599]   906599          1        0.548      0.548       0.548       0.548    0.00       0
          lcpan[909691/906599]   906599          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[907644/906599]   906599          1        0.073      0.073       0.073       0.073    0.00       0
          lcpan[907906/906599]   906599          1        0.663      0.663       0.663       0.663    0.00       0
          lcpan[907395/906599]   906599          1        1.394      1.394       1.394       1.394    0.00       0
          lcpan[906629/906599]   906599          1        0.368      0.368       0.368       0.368    0.00       0
          lcpan[907403/906599]   906599          1        1.346      1.346       1.346       1.346    0.00       0
          lcpan[909708/906599]   906599          1       15.031     15.031      15.031      15.031    0.00       0
          lcpan[907405/906599]   906599          1        9.637      9.637       9.637       9.637    0.00       0
          lcpan[907163/906599]   906599          1        0.122      0.122       0.122       0.122    0.00       0
          lcpan[908444/906599]   906599          1        0.802      0.802       0.802       0.802    0.00       0
          lcpan[908447/906599]   906599          1        2.635      2.635       2.635       2.635    0.00       0
          lcpan[907432/906599]   906599          1        0.179      0.179       0.179       0.179    0.00       0
       worker-1[909996/906599]   906599    1617504   213607.475      0.001       0.132    1155.914    4.11       0
           slurmd[909998/4006]    4006          8        0.674      0.015       0.084       0.291   40.89       0
                  runc[909999]    4331          7        5.968      0.005       0.852       4.532   74.72       0
          lcpan[908208/906599]   906599          1        1.602      1.602       1.602       1.602    0.00       0
           runc[910000/909999]   909999         15        0.222      0.002       0.014       0.105   45.71       0
           runc[910001/909999]   909999          4        0.330      0.018       0.082       0.224   58.63       0
           runc[910002/909999]   909999          5        0.163      0.006       0.032       0.080   40.58       0
          lcpan[908211/906599]   906599          1        1.777      1.777       1.777       1.777    0.00       0
           runc[910003/909999]   910001          3        0.171      0.020       0.057       0.120   55.20       0
           runc[910004/909999]   909999          1        0.088      0.088       0.088       0.088    0.00       0
          lcpan[907189/906599]   906599          1        3.551      3.551       3.551       3.551    0.00       0
           docker-init[910005]    4381          1        0.480      0.480       0.480       0.480    0.00       0
          lcpan[907702/906599]   906599          1        0.544      0.544       0.544       0.544    0.00       0
                  runc[910006]    2429          8        3.487      0.004       0.435       2.196   63.54       0
           runc[910007/910006]   910006         17        0.097      0.002       0.005       0.038   36.12       0
           runc[910008/910006]   910006          1        0.109      0.109       0.109       0.109    0.00       0
           runc[910009/910006]   910006          3        0.144      0.027       0.048       0.080   34.23       0
          lcpan[907706/906599]   906599          1        0.535      0.535       0.535       0.535    0.00       0
           runc[910010/910006]   910008          4        0.189      0.023       0.047       0.071   25.56       0
           runc[910011/910006]   910006          1        0.082      0.082       0.082       0.082    0.00       0
          lcpan[908988/906599]   906599          1        2.876      2.876       2.876       2.876    0.00       0
           docker-init[910012]    2429          1        0.282      0.282       0.282       0.282    0.00       0
  journal-offline[910013/1631]    1631          2        0.123      0.013       0.061       0.110   78.86       0
  journal-offline[910014/1631]    1631          2        0.114      0.008       0.057       0.106   85.93       0
           slurmd[910016/4006]    4006          4        0.433      0.041       0.108       0.211   36.23       0
          lcpan[907715/906599]   906599          1        1.853      1.853       1.853       1.853    0.00       0
          lcpan[908996/906599]   906599          1        2.021      2.021       2.021       2.021    0.00       0
          lcpan[908997/906599]   906599          1       24.591     24.591      24.591      24.591    0.00       0
          lcpan[907719/906599]   906599          1        3.137      3.137       3.137       3.137    0.00       0
          lcpan[908233/906599]   906599          1        0.408      0.408       0.408       0.408    0.00       0
          lcpan[909003/906599]   906599          1        0.073      0.073       0.073       0.073    0.00       0
          lcpan[909772/906599]   906599          1        1.997      1.997       1.997       1.997    0.00       0
          lcpan[909778/906599]   906599          1        0.585      0.585       0.585       0.585    0.00       0
          lcpan[908512/906599]   906599          1        2.641      2.641       2.641       2.641    0.00       0
          lcpan[909792/906599]   906599          1       26.519     26.519      26.519      26.519    0.00       0
          lcpan[909793/906599]   906599          1        3.598      3.598       3.598       3.598    0.00       0
          lcpan[908514/906599]   906599          1       26.921     26.921      26.921      26.921    0.00       0
          lcpan[909028/906599]   906599          1        3.347      3.347       3.347       3.347    0.00       0
          lcpan[908261/906599]   906599          1        1.657      1.657       1.657       1.657    0.00       0
          lcpan[908262/906599]   906599          1        0.574      0.574       0.574       0.574    0.00       0
          lcpan[907239/906599]   906599          1      105.473    105.473     105.473     105.473    0.00       0
          lcpan[908263/906599]   906599          1        1.488      1.488       1.488       1.488    0.00       0
          lcpan[908268/906599]   906599          1        0.375      0.375       0.375       0.375    0.00       0
          lcpan[909043/906599]   906599          1       81.047     81.047      81.047      81.047    0.00       0
          lcpan[907255/906599]   906599          1        0.319      0.319       0.319       0.319    0.00       0
          lcpan[908284/906599]   906599          1        1.128      1.128       1.128       1.128    0.00       0
          lcpan[908796/906599]   906599          1        3.821      3.821       3.821       3.821    0.00       0
          lcpan[907261/906599]   906599          1        0.024      0.024       0.024       0.024    0.00       0

Idle stats:
    CPU  0 idle for 327912.959  msec  ( 99.91%)
    CPU  1 idle for 328196.267  msec  ( 99.99%)
    CPU  2 idle for 328156.604  msec  ( 99.98%)
    CPU  3 idle for 328194.723  msec  ( 99.99%)
    CPU  4 idle for 328181.321  msec  ( 99.99%)
    CPU  5 idle for 328196.512  msec  ( 99.99%)
    CPU  6 idle for 328198.073  msec  ( 99.99%)
    CPU  7 idle for 328198.031  msec  ( 99.99%)
    CPU  8 idle for 328192.230  msec  ( 99.99%)
    CPU  9 idle for 328197.974  msec  ( 99.99%)
    CPU 10 idle for 328174.265  msec  ( 99.99%)
    CPU 11 idle for 328196.964  msec  ( 99.99%)
    CPU 12 idle for 328195.033  msec  ( 99.99%)
    CPU 13 idle for 328181.825  msec  ( 99.99%)
    CPU 14 idle for 328197.664  msec  ( 99.99%)
    CPU 15 idle for 328197.384  msec  ( 99.99%)
    CPU 16 idle for 328192.939  msec  ( 99.99%)
    CPU 17 idle for 328197.589  msec  ( 99.99%)
    CPU 18 idle for 328197.550  msec  ( 99.99%)
    CPU 19 idle for 328193.920  msec  ( 99.99%)
    CPU 20 idle for 328197.468  msec  ( 99.99%)
    CPU 21 idle for 328197.384  msec  ( 99.99%)
    CPU 22 idle for 328124.755  msec  ( 99.97%)
    CPU 23 idle for 328196.890  msec  ( 99.99%)
    CPU 24 idle for 328194.679  msec  ( 99.99%)
    CPU 25 idle for 327876.795  msec  ( 99.90%)
    CPU 26 idle for 328196.832  msec  ( 99.99%)
    CPU 27 idle for 328197.155  msec  ( 99.99%)
    CPU 28 idle for 223051.353  msec  ( 67.96%)
    CPU 29 idle for 252777.142  msec  ( 77.02%)
    CPU 30 idle for 216907.141  msec  ( 66.09%)
    CPU 31 idle for 328187.360  msec  ( 99.99%)
    CPU 32 idle for 328188.808  msec  ( 99.99%)
    CPU 33 idle for 328144.648  msec  ( 99.98%)
    CPU 34 idle for 328192.929  msec  ( 99.99%)
    CPU 35 idle for 328167.132  msec  ( 99.99%)
    CPU 36 idle for 328177.117  msec  ( 99.99%)
    CPU 37 idle for 328141.761  msec  ( 99.98%)
    CPU 38 idle for 328196.016  msec  ( 99.99%)
    CPU 39 idle for 328190.504  msec  ( 99.99%)
    CPU 40 idle for 328189.028  msec  ( 99.99%)
    CPU 41 idle for 328194.337  msec  ( 99.99%)
    CPU 42 idle for 328190.903  msec  ( 99.99%)
    CPU 43 idle for 328173.592  msec  ( 99.99%)
    CPU 44 idle for 328177.410  msec  ( 99.99%)
    CPU 45 idle for 324892.444  msec  ( 98.99%)
    CPU 46 idle for 328128.814  msec  ( 99.97%)
    CPU 47 idle for 328183.823  msec  ( 99.99%)
    CPU 48 idle for 328191.414  msec  ( 99.99%)
    CPU 49 idle for 328194.794  msec  ( 99.99%)
    CPU 50 idle for 328194.153  msec  ( 99.99%)
    CPU 51 idle for 328195.751  msec  ( 99.99%)
    CPU 52 idle for 328193.613  msec  ( 99.99%)
    CPU 53 idle for 328187.155  msec  ( 99.99%)
    CPU 54 idle for 328196.181  msec  ( 99.99%)
    CPU 55 idle for 326914.061  msec  ( 99.60%)
    CPU 56 idle for 328195.560  msec  ( 99.99%)
    CPU 57 idle for 328189.383  msec  ( 99.99%)
    CPU 58 idle for 328196.079  msec  ( 99.99%)
    CPU 59 idle for 328196.037  msec  ( 99.99%)
    CPU 60 idle for 328195.653  msec  ( 99.99%)
    CPU 61 idle for 328195.511  msec  ( 99.99%)
    CPU 62 idle for 328173.826  msec  ( 99.99%)
    CPU 63 idle for 328153.833  msec  ( 99.98%)
    CPU 64 idle for 328192.467  msec  ( 99.99%)
    CPU 65 idle for 328193.527  msec  ( 99.99%)
    CPU 66 idle for 328088.997  msec  ( 99.96%)
    CPU 67 idle for 328195.841  msec  ( 99.99%)
    CPU 68 idle for 328194.194  msec  ( 99.99%)
    CPU 69 idle for 328195.873  msec  ( 99.99%)
    CPU 70 idle for 328191.252  msec  ( 99.99%)
    CPU 71 idle for 328184.184  msec  ( 99.99%)
    CPU 72 idle for 328194.942  msec  ( 99.99%)
    CPU 73 idle for 328195.744  msec  ( 99.99%)
    CPU 74 idle for 328195.704  msec  ( 99.99%)
    CPU 75 idle for 328195.658  msec  ( 99.99%)
    CPU 76 idle for 328195.625  msec  ( 99.99%)
    CPU 77 idle for 328195.585  msec  ( 99.99%)
    CPU 78 idle for 328195.526  msec  ( 99.99%)
    CPU 79 idle for 328191.331  msec  ( 99.99%)
    CPU 80 idle for 328182.434  msec  ( 99.99%)
    CPU 81 idle for 328194.759  msec  ( 99.99%)
    CPU 82 idle for 328187.437  msec  ( 99.99%)
    CPU 83 idle for 328195.075  msec  ( 99.99%)
    CPU 84 idle for 328193.294  msec  ( 99.99%)
    CPU 85 idle for 264413.847  msec  ( 80.56%)
    CPU 86 idle for 327786.637  msec  ( 99.87%)
    CPU 87 idle for 328139.507  msec  ( 99.98%)
    CPU 88 idle for 328149.447  msec  ( 99.98%)
    CPU 89 idle for 328108.871  msec  ( 99.97%)
    CPU 90 idle for 328139.010  msec  ( 99.98%)
    CPU 91 idle for 328184.452  msec  ( 99.99%)
    CPU 92 idle for 328166.822  msec  ( 99.99%)
    CPU 93 idle for 328146.490  msec  ( 99.98%)
    CPU 94 idle for 328182.402  msec  ( 99.99%)
    CPU 95 idle for 328178.599  msec  ( 99.99%)
    CPU 96 idle for 328188.787  msec  ( 99.99%)
    CPU 97 idle for 328187.520  msec  ( 99.99%)
    CPU 98 idle for 328185.297  msec  ( 99.99%)
    CPU 99 idle for 328193.026  msec  ( 99.99%)
    CPU 100 idle for 328187.196  msec  ( 99.99%)
    CPU 101 idle for 328183.654  msec  ( 99.99%)
    CPU 102 idle for 328185.190  msec  ( 99.99%)
    CPU 103 idle for 328188.980  msec  ( 99.99%)
    CPU 104 idle for 328181.846  msec  ( 99.99%)
    CPU 105 idle for 328188.698  msec  ( 99.99%)
    CPU 106 idle for 328192.057  msec  ( 99.99%)
    CPU 107 idle for 328192.530  msec  ( 99.99%)
    CPU 108 idle for 323065.666  msec  ( 98.43%)
    CPU 109 idle for 328191.437  msec  ( 99.99%)
    CPU 110 idle for 328171.796  msec  ( 99.99%)
    CPU 111 idle for 327785.093  msec  ( 99.87%)

    Total number of unique tasks: 446
Total number of context switches: 3372286
           Total run time (msec): 368096.581 
    Total scheduling time (msec): 328215.008  (x 112)
