# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3M of event 'sched:sched_switch'
# Event count (approx.): 3693633
#
# Overhead  Command          Shared Object      Symbol        
# ........  ...............  .................  ..............
#
     0.00%  kworker/u228:1-  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/47:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/55:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/39:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  rpcbind          [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/81:2-ev  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/43:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/38:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/37:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/40:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  in:imuxsock      [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/64:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/41:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  swapper          [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/29:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  systemd-udevd    [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/u229:1   [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/62:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/79:0-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  gdbus            [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/51:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/49:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/50:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/2:0-mm_  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/54:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/48:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/91:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/108:1H-  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/11:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/80     [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/102:1-m  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/22:0-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/68:0-ev  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/61:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/111:1H-  [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/92     [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/63:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/u225:0-  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/100:1-m  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/13:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/24:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/60:0-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/83:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/66:1H-k  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/dying    [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/0:1H-kb  [kernel.kallsyms]  [k] update_curr
     0.00%  kworker/77:2-mm  [kernel.kallsyms]  [k] update_curr
     0.00%  ksoftirqd/30     [kernel.kallsyms]  [k] update_curr


# Samples: 6K of event 'sched:sched_process_fork'
# Event count (approx.): 6813
#
# Overhead  Command   Shared Object      Symbol          
# ........  ........  .................  ................
#
    99.66%  lcpan     [kernel.kallsyms]  [k] kernel_clone
     0.15%  runc      [kernel.kallsyms]  [k] kernel_clone
     0.06%  dockerd   [kernel.kallsyms]  [k] kernel_clone
     0.03%  cron      [kernel.kallsyms]  [k] kernel_clone
     0.03%  kthreadd  [kernel.kallsyms]  [k] kernel_clone
     0.03%  main      [kernel.kallsyms]  [k] kernel_clone
     0.01%  sh        [kernel.kallsyms]  [k] kernel_clone
     0.01%  slurmd    [kernel.kallsyms]  [k] kernel_clone
     0.01%  udisksd   [kernel.kallsyms]  [k] kernel_clone


# Samples: 6K of event 'sched:sched_wakeup_new'
# Event count (approx.): 6813
#
# Overhead  Command   Shared Object      Symbol              
# ........  ........  .................  ....................
#
    99.66%  lcpan     [kernel.kallsyms]  [k] wake_up_new_task
     0.15%  runc      [kernel.kallsyms]  [k] wake_up_new_task
     0.06%  dockerd   [kernel.kallsyms]  [k] wake_up_new_task
     0.03%  cron      [kernel.kallsyms]  [k] wake_up_new_task
     0.03%  kthreadd  [kernel.kallsyms]  [k] wake_up_new_task
     0.03%  main      [kernel.kallsyms]  [k] wake_up_new_task
     0.01%  sh        [kernel.kallsyms]  [k] wake_up_new_task
     0.01%  slurmd    [kernel.kallsyms]  [k] wake_up_new_task
     0.01%  udisksd   [kernel.kallsyms]  [k] wake_up_new_task


# Samples: 151  of event 'sched:sched_migrate_task'
# Event count (approx.): 151
#
# Overhead  Command          Shared Object      Symbol          
# ........  ...............  .................  ................
#
     7.95%  swapper          [kernel.kallsyms]  [k] set_task_cpu
     2.65%  dockerd          [kernel.kallsyms]  [k] set_task_cpu
     2.65%  worker-1         [kernel.kallsyms]  [k] set_task_cpu
     1.99%  kworker/u226:1-  [kernel.kallsyms]  [k] set_task_cpu
     1.99%  main             [kernel.kallsyms]  [k] set_task_cpu
     1.32%  agent            [kernel.kallsyms]  [k] set_task_cpu
     1.32%  perf             [kernel.kallsyms]  [k] set_task_cpu
     1.32%  slurmd           [kernel.kallsyms]  [k] set_task_cpu
     0.66%  jbd2/nvme0n1p2-  [kernel.kallsyms]  [k] set_task_cpu
     0.66%  kworker/111:1-m  [kernel.kallsyms]  [k] set_task_cpu
     0.66%  kworker/29:1-ev  [kernel.kallsyms]  [k] set_task_cpu
     0.66%  kworker/u225:2   [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/0      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/1      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/10     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/100    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/101    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/102    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/103    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/104    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/105    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/106    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/107    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/108    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/109    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/11     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/110    [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/12     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/13     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/14     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/15     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/16     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/17     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/18     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/19     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/2      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/20     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/21     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/22     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/23     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/24     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/25     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/26     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/27     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/28     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/29     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/3      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/30     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/31     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/32     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/33     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/34     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/35     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/36     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/37     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/38     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/39     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/4      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/40     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/41     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/42     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/43     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/44     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/45     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/46     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/47     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/48     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/49     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/5      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/50     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/51     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/52     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/53     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/54     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/55     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/56     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/57     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/58     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/59     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/6      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/60     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/61     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/62     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/63     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/64     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/65     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/66     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/67     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/68     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/69     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/7      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/70     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/71     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/72     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/73     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/74     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/75     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/76     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/77     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/78     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/79     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/8      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/80     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/81     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/82     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/83     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/84     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/85     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/86     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/87     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/88     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/89     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/9      [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/90     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/91     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/92     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/93     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/94     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/95     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/96     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/97     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/98     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  migration/99     [kernel.kallsyms]  [k] set_task_cpu
     0.66%  munged           [kernel.kallsyms]  [k] set_task_cpu
     0.66%  perf-exec        [kernel.kallsyms]  [k] set_task_cpu
     0.66%  sudo             [kernel.kallsyms]  [k] set_task_cpu
     0.66%  worker-2         [kernel.kallsyms]  [k] set_task_cpu


# Samples: 1M of event 'sched:sched_waking'
# Event count (approx.): 1840401
#
# Overhead  Command          Shared Object      Symbol            
# ........  ...............  .................  ..................
#
    88.27%  main             [kernel.kallsyms]  [k] try_to_wake_up
     4.87%  worker-2         [kernel.kallsyms]  [k] try_to_wake_up
     4.71%  worker-1         [kernel.kallsyms]  [k] try_to_wake_up
     1.57%  swapper          [kernel.kallsyms]  [k] try_to_wake_up
     0.29%  lcpan            [kernel.kallsyms]  [k] try_to_wake_up
     0.07%  kworker/u226:2-  [kernel.kallsyms]  [k] try_to_wake_up
     0.05%  containerd       [kernel.kallsyms]  [k] try_to_wake_up
     0.03%  kworker/u225:3-  [kernel.kallsyms]  [k] try_to_wake_up
     0.02%  kworker/u225:1-  [kernel.kallsyms]  [k] try_to_wake_up
     0.02%  kworker/0:2-eve  [kernel.kallsyms]  [k] try_to_wake_up
     0.02%  dockerd          [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  kworker/u226:1-  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  multipathd       [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  agent            [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  containerd-shim  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  khugepaged       [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  perf             [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  kworker/u225:2   [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  runc             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  snapd            [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/u224:0-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  jbd2/nvme0n1p2-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/u228:1-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  screen           [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd-network  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/30:1-ev  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd-journal  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  cron             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  sudo             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  docker-init      [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/29:1-ev  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/35:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  munged           [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd          [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  dbus-daemon      [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  in:imuxsock      [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  irqbalance       [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/28:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  pool-udisksd     [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd-resolve  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kthreadd         [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/45:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/u225:0-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  sh               [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  slurmd           [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  smartd           [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  debian-sa1       [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  gdbus            [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  gmond            [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/109:1H-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/111:1-m  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/11:2-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/13:2-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/2:0-mm_  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/31:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/4:2-eve  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/53:1H    [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  kworker/89:1-mm  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  perf-exec        [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  sshd             [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd-logind   [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] try_to_wake_up


#
# (Cannot load tips.txt file, please install perf!)
#
