   76177.910062 lost 5538 events on cpu 58
   76177.916688 lost 1177 events on cpu 64

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[950549/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[956437/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[930582/930470]   930470          1        0.439      0.439       0.439       0.439    0.00       0
          lcpan[934422/930470]   930470          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[954390/930470]   930470          2        0.027      0.004       0.013       0.023   66.76       0
          lcpan[933399/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[934679/930470]   930470          1        2.488      2.488       2.488       2.488    0.00       0
          lcpan[935703/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[950551/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[943128/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[943640/930470]   930470          1        0.041      0.041       0.041       0.041    0.00       0
          lcpan[950552/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[953112/930470]   930470          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[935705/930470]   930470          1        0.449      0.449       0.449       0.449    0.00       0
          lcpan[936729/930470]   930470          1        0.073      0.073       0.073       0.073    0.00       0
          lcpan[943129/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[933658/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[935706/930470]   930470          1        0.412      0.412       0.412       0.412    0.00       0
          lcpan[937242/930470]   930470          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[937754/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[950298/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[933915/930470]   930470          1        0.067      0.067       0.067       0.067    0.00       0
          lcpan[935707/930470]   930470          1        0.356      0.356       0.356       0.356    0.00       0
          lcpan[936987/930470]   930470          1        0.030      0.030       0.030       0.030    0.00       0
          lcpan[938011/930470]   930470          1        1.907      1.907       1.907       1.907    0.00       0
          lcpan[933660/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[935452/930470]   930470          1        1.411      1.411       1.411       1.411    0.00       0
          lcpan[938012/930470]   930470          1        1.873      1.873       1.873       1.873    0.00       0
          lcpan[952092/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[954908/930470]   930470          2        0.077      0.005       0.038       0.071   86.32       0
          lcpan[934941/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[935453/930470]   930470          1        1.372      1.372       1.372       1.372    0.00       0
          lcpan[938013/930470]   930470          1        1.828      1.828       1.828       1.828    0.00       0
          lcpan[940573/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[940829/930470]   930470          1        1.951      1.951       1.951       1.951    0.00       0
          lcpan[944925/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[945949/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[951325/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[954397/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[956189/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[938014/930470]   930470          1        1.828      1.828       1.828       1.828    0.00       0
          lcpan[946206/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[951838/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[931103/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[932383/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[935455/930470]   930470          1        1.347      1.347       1.347       1.347    0.00       0
          lcpan[936479/930470]   930470          1        1.953      1.953       1.953       1.953    0.00       0
          lcpan[938015/930470]   930470          1        1.791      1.791       1.791       1.791    0.00       0
          lcpan[945951/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[953375/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[956191/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[938016/930470]   930470          1        1.810      1.810       1.810       1.810    0.00       0
          lcpan[943648/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[946464/930470]   930470          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[947232/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[949536/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[951840/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[953120/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[954656/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[938017/930470]   930470          1        1.750      1.750       1.750       1.750    0.00       0
          lcpan[938529/930470]   930470          1        1.003      1.003       1.003       1.003    0.00       0
          lcpan[947233/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[951841/930470]   930470          1        0.030      0.030       0.030       0.030    0.00       0
          lcpan[934178/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[934434/930470]   930470          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[936226/930470]   930470          1        0.058      0.058       0.058       0.058    0.00       0
          lcpan[937250/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[938018/930470]   930470          1        1.751      1.751       1.751       1.751    0.00       0
          lcpan[939042/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[951074/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[952354/930470]   930470          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[954146/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[938531/930470]   930470          1        3.668      3.668       3.668       3.668    0.00       0
          lcpan[942371/930470]   930470          1        0.087      0.087       0.087       0.087    0.00       0
          lcpan[945955/930470]   930470          1        0.107      0.107       0.107       0.107    0.00       0
          lcpan[934180/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[936996/930470]   930470          1        0.037      0.037       0.037       0.037    0.00       0
          lcpan[938532/930470]   930470          1        3.633      3.633       3.633       3.633    0.00       0
          lcpan[942372/930470]   930470          1        0.082      0.082       0.082       0.082    0.00       0
          lcpan[945444/930470]   930470          1        0.035      0.035       0.035       0.035    0.00       0
          lcpan[947748/930470]   930470          1        0.030      0.030       0.030       0.030    0.00       0
          lcpan[936997/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[939301/930470]   930470          2        0.021      0.004       0.010       0.016   53.83       0
          lcpan[944421/930470]   930470          1        0.041      0.041       0.041       0.041    0.00       0
          lcpan[945189/930470]   930470          1        0.080      0.080       0.080       0.080    0.00       0
          lcpan[949285/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[952101/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[955173/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[956453/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[935974/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[938534/930470]   930470          1        3.589      3.589       3.589       3.589    0.00       0
          lcpan[950822/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[955174/930470]   930470          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[932647/930470]   930470          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[932903/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[935975/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[938535/930470]   930470          1        3.589      3.589       3.589       3.589    0.00       0
          lcpan[944423/930470]   930470          1        0.040      0.040       0.040       0.040    0.00       0
          lcpan[949287/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[952103/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[939304/930470]   930470          2        0.025      0.005       0.012       0.020   56.91       0
          lcpan[939560/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[947240/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[957480/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[935209/930470]   930470          1        0.697      0.697       0.697       0.697    0.00       0
          lcpan[935465/930470]   930470          1        0.451      0.451       0.451       0.451    0.00       0
          lcpan[957481/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[934442/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[934954/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[935210/930470]   930470          1        0.661      0.661       0.661       0.661    0.00       0
          lcpan[935466/930470]   930470          1        0.429      0.429       0.429       0.429    0.00       0
          lcpan[938282/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[940842/930470]   930470          1        2.463      2.463       2.463       2.463    0.00       0
          lcpan[949034/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[952618/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[933931/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[934443/930470]   930470          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[934699/930470]   930470          1        0.076      0.076       0.076       0.076    0.00       0
          lcpan[935467/930470]   930470          1        0.413      0.413       0.413       0.413    0.00       0
          lcpan[945195/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[946475/930470]   930470          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[935212/930470]   930470          1        0.646      0.646       0.646       0.646    0.00       0
          lcpan[940076/930470]   930470          1        0.033      0.033       0.033       0.033    0.00       0
          lcpan[942892/930470]   930470          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[946732/930470]   930470          1        0.053      0.053       0.053       0.053    0.00       0
          lcpan[947500/930470]   930470          1        0.094      0.094       0.094       0.094    0.00       0
          lcpan[953388/930470]   930470          1        0.053      0.053       0.053       0.053    0.00       0
          lcpan[935213/930470]   930470          1        0.584      0.584       0.584       0.584    0.00       0
          lcpan[940333/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[942893/930470]   930470          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[943917/930470]   930470          1        0.064      0.064       0.064       0.064    0.00       0
          lcpan[945197/930470]   930470          1        0.044      0.044       0.044       0.044    0.00       0
          lcpan[946477/930470]   930470          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[947757/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[954157/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[940334/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[942894/930470]   930470          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[944430/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[947758/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[954926/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[933423/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[935215/930470]   930470          1        0.541      0.541       0.541       0.541    0.00       0
          lcpan[945199/930470]   930470          1        0.048      0.048       0.048       0.048    0.00       0
          lcpan[945455/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[948527/930470]   930470          1        0.038      0.038       0.038       0.038    0.00       0
          lcpan[939824/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[947760/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[950064/930470]   930470          2        0.044      0.015       0.022       0.028   28.49       0
          lcpan[954160/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[943409/930470]   930470          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[954161/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[934450/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[945202/930470]   930470          1        0.053      0.053       0.053       0.053    0.00       0
          lcpan[954674/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[936243/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[936755/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[940083/930470]   930470          1        0.073      0.073       0.073       0.073    0.00       0
          lcpan[955699/930470]   930470          1        0.048      0.048       0.048       0.048    0.00       0
          lcpan[936756/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[933941/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[936245/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[938805/930470]   930470          2        0.021      0.004       0.010       0.016   55.05       0
          lcpan[950581/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[954421/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[945206/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[952630/930470]   930470          1        0.063      0.063       0.063       0.063    0.00       0
          lcpan[932407/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[938807/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[945975/930470]   930470          1        0.049      0.049       0.049       0.049    0.00       0
          lcpan[950583/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[954423/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[937016/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[947256/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[941625/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[950585/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[955961/930470]   930470          1        0.352      0.352       0.352       0.352    0.00       0
          lcpan[931130/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[953658/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[934203/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[934971/930470]   930470          2        0.021      0.005       0.010       0.016   53.17       0
          lcpan[934972/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[941884/930470]   930470          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[946236/930470]   930470          2        0.040      0.004       0.020       0.035   75.43       0
          lcpan[956220/930470]   930470          1        0.037      0.037       0.037       0.037    0.00       0
          lcpan[933949/930470]   930470          1        0.629      0.629       0.629       0.629    0.00       0
          lcpan[934205/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[934461/930470]   930470          1        3.936      3.936       3.936       3.936    0.00       0
          lcpan[940349/930470]   930470          1        0.039      0.039       0.039       0.039    0.00       0
          lcpan[943677/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[945213/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[945725/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[951613/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[953149/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[933694/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[934974/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[945726/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[945982/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[947518/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[950590/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[932415/930470]   930470          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[932927/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[934463/930470]   930470          1        3.893      3.893       3.893       3.893    0.00       0
          lcpan[940607/930470]   930470          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[943679/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[945215/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[947519/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[951615/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[953151/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[953407/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[934464/930470]   930470          1        3.069      3.069       3.069       3.069    0.00       0
          lcpan[944448/930470]   930470          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[954688/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[957504/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[936513/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[953409/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[955457/930470]   930470          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[957505/930470]   930470          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[933698/930470]   930470          2        0.020      0.004       0.010       0.015   52.90       0
          lcpan[936770/930470]   930470          1        0.055      0.055       0.055       0.055    0.00       0
          lcpan[948034/930470]   930470          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[951874/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[954690/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[935235/930470]   930470          1        2.691      2.691       2.691       2.691    0.00       0
          lcpan[948035/930470]   930470          1        3.984      3.984       3.984       3.984    0.00       0
          lcpan[955971/930470]   930470          1        1.462      1.462       1.462       1.462    0.00       0
          lcpan[938820/930470]   930470          1        0.030      0.030       0.030       0.030    0.00       0
          lcpan[943684/930470]   930470          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[945220/930470]   930470          1        2.918      2.918       2.918       2.918    0.00       0
          lcpan[948036/930470]   930470          1        3.947      3.947       3.947       3.947    0.00       0
          lcpan[949316/930470]   930470          1        0.036      0.036       0.036       0.036    0.00       0
          lcpan[954436/930470]   930470          1        0.069      0.069       0.069       0.069    0.00       0
          lcpan[933957/930470]   930470          1        0.390      0.390       0.390       0.390    0.00       0
          lcpan[938309/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[938821/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[940101/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[940357/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[947781/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[948037/930470]   930470          1        3.945      3.945       3.945       3.945    0.00       0
          lcpan[948805/930470]   930470          2        0.023      0.005       0.011       0.018   55.63       0
          lcpan[949317/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[950597/930470]   930470          2        0.019      0.004       0.009       0.015   54.13       0
          lcpan[952133/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[956229/930470]   930470          1        0.063      0.063       0.063       0.063    0.00       0
          lcpan[940614/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[942406/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[945222/930470]   930470          1        2.917      2.917       2.917       2.917    0.00       0
          lcpan[954182/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[955974/930470]   930470          1        1.386      1.386       1.386       1.386    0.00       0
          lcpan[933447/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[940615/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[945223/930470]   930470          1        2.876      2.876       2.876       2.876    0.00       0
          lcpan[948039/930470]   930470          1        3.901      3.901       3.901       3.901    0.00       0
          lcpan[952647/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[955719/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[955975/930470]   930470          1        1.347      1.347       1.347       1.347    0.00       0
          lcpan[941896/930470]   930470          2        0.028      0.005       0.014       0.022   60.71       0
          lcpan[945224/930470]   930470          1        2.873      2.873       2.873       2.873    0.00       0
          lcpan[947784/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[948552/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[948808/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[949576/930470]   930470          1        2.267      2.267       2.267       2.267    0.00       0
          lcpan[950600/930470]   930470          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[955720/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[955976/930470]   930470          1        1.346      1.346       1.346       1.346    0.00       0
          lcpan[945225/930470]   930470          1        2.850      2.850       2.850       2.850    0.00       0
          lcpan[954185/930470]   930470          1        0.031      0.031       0.031       0.031    0.00       0
          lcpan[955977/930470]   930470          1        1.320      1.320       1.320       1.320    0.00       0
          lcpan[938314/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[948042/930470]   930470          1        3.832      3.832       3.832       3.832    0.00       0
          lcpan[949578/930470]   930470          1        2.262      2.262       2.262       2.262    0.00       0
          lcpan[954698/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[940875/930470]   930470          1        2.696      2.696       2.696       2.696    0.00       0
          lcpan[940876/930470]   930470          1        2.657      2.657       2.657       2.657    0.00       0
          lcpan[938317/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[938829/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[939341/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[952909/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[955469/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[956237/930470]   930470          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[936014/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[940878/930470]   930470          1        2.615      2.615       2.615       2.615    0.00       0
          lcpan[943694/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[953166/930470]   930470          1        0.063      0.063       0.063       0.063    0.00       0
          lcpan[932943/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[940879/930470]   930470          1        2.616      2.616       2.616       2.616    0.00       0
          lcpan[943695/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[954959/930470]   930470          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[956239/930470]   930470          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[940880/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[943696/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[950352/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[940881/930470]   930470          1        2.595      2.595       2.595       2.595    0.00       0
          lcpan[950353/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[953425/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[933970/930470]   930470          1        0.080      0.080       0.080       0.080    0.00       0
          lcpan[936274/930470]   930470          1        0.053      0.053       0.053       0.053    0.00       0
          lcpan[939858/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[943954/930470]   930470          1        0.358      0.358       0.358       0.358    0.00       0
          lcpan[947794/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[951378/930470]   930470          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[951890/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[936787/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[939091/930470]   930470          1        0.820      0.820       0.820       0.820    0.00       0
          lcpan[953939/930470]   930470          1        0.069      0.069       0.069       0.069    0.00       0
          lcpan[934996/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[939092/930470]   930470          1        0.780      0.780       0.780       0.780    0.00       0
          lcpan[953172/930470]   930470          1        0.035      0.035       0.035       0.035    0.00       0
          lcpan[955988/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[939093/930470]   930470          1        0.780      0.780       0.780       0.780    0.00       0
          lcpan[940373/930470]   930470          1        0.081      0.081       0.081       0.081    0.00       0
          lcpan[945237/930470]   930470          1        1.001      1.001       1.001       1.001    0.00       0
          lcpan[954453/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[954965/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[955477/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[936022/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[936790/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[952662/930470]   930470          2        0.068      0.004       0.034       0.064   85.56       0
          lcpan[953942/930470]   930470          1        0.069      0.069       0.069       0.069    0.00       0
          lcpan[954198/930470]   930470          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[956246/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[939607/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[954455/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[956247/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[939096/930470]   930470          1        0.695      0.695       0.695       0.695    0.00       0
          lcpan[940120/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[946520/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[949592/930470]   930470          1        2.523      2.523       2.523       2.523    0.00       0
          lcpan[954456/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[956248/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[939097/930470]   930470          1        0.696      0.696       0.696       0.696    0.00       0
          lcpan[946521/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[955481/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[936282/930470]   930470          1        0.052      0.052       0.052       0.052    0.00       0
          lcpan[939098/930470]   930470          1        0.689      0.689       0.689       0.689    0.00       0
          lcpan[939866/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[945242/930470]   930470          1        0.900      0.900       0.900       0.900    0.00       0
          lcpan[954714/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[955738/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[934235/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[934747/930470]   930470          1        0.062      0.062       0.062       0.062    0.00       0
          lcpan[935003/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[935515/930470]   930470          1        0.044      0.044       0.044       0.044    0.00       0
          lcpan[942683/930470]   930470          1        1.424      1.424       1.424       1.424    0.00       0
          lcpan[944219/930470]   930470          1        0.069      0.069       0.069       0.069    0.00       0
          lcpan[951899/930470]   930470          1        0.045      0.045       0.045       0.045    0.00       0
          lcpan[937052/930470]   930470          1        0.038      0.038       0.038       0.038    0.00       0
